,prod_id,images,string
10,5f7e13f4fc80aa7a36f88a7e,"['dc264f6708723b83d576blob', 'bedc2a558032da9b7b6dblob', '23a92798e5bc4e8ca726blob', '642d8fdc2d938f762128blob', '8b8cbc7a425e42defed9blob', 'e62acfa34a3e7c846a93blob', '5088a7e0648723d6b4a9blob', 'e22319e4a4d867d323a0blob', 'bf5dc8f41ea546a0ad50blob', None, None, None]","hanii y womens gray black floral pleated knee length skirt size 42 us size 6
hanii y womens gray black floral pleated knee length skirt size 42 us size 6"
11,5f7e6b27fc80aa7a36f88bb1,"['946be8f8171719176a79blob', 'eb23250a97ba03d02b5bblob', 'faa9d3abc9353ee90d6ablob', '30926ad5b60b1fe88026blob', '41adc9b18dd9747afd8dblob', 'd6043afd4a91762c2522blob', '9c0a3d1ca97ae7f53456blob', 'd63333dcf68d492bbcbeblob', None, None, None, None]","womenadidas womens black white climalite tennis athletic club skort skirt small
brand: adidas
model: club skort
category: women
adidas womens black white climalite tennis athletic club skort skirt small"
12,5f7e81fdfc80aa7a36f88bcd,"['9eaf8499ba53b45d64bablob', 'f0b82b0f2012bf04bfc7blob', '5a8f3120cdc41cfbaa68blob', 'aae382dd1c5f5dce9edeblob', '81baed52256b6d104afdblob', '71fe1c2919d1e6601f6fblob', '55f3a2ae036d410cfb6fblob', 'ef799e792306b9b83469blob', '45f776e00daeb0101220blob', '17f6fe19ad1bb7a67a5eblob', '39c273ea7d0bf9f90971blob', 'be27b945517c2e0ec5aablob']","adidas womens black white climalite club skorts elastic waist short skirt small
adidas womens black white climalite club skorts elastic waist short skirt small"
13,5f9b78d1e1ac23428cb7cfd7,"['767c554a860e52dc1066blob', '0d8fbea562b8b74727a7blob', '03c970a212ada59974f7blob', 'f5375c39728117c2cbcfblob', '6cbd0dd45a2b8c68c616blob', '8022557fae7b37a15e86blob', '9c122410ddd6e06994f6blob', 'e301acc2e954437b2384blob', None, None, None, None]","j crew womens blue chambray denim pleated a line skirt size 2
j crew womens blue chambray denim pleated a line skirt size 2"
14,5fa46248e073e32f0eb34154,"['e011e3fce90e09e7844eblob', 'cc1bafb8a46bf663f212blob', '20fc3877f07b1f845f48blob', 'a5af64cd586aabbadc0dblob', None, None, None, None, None, None, None, None]","womenj.o.a. los angeles womens pleated a lined mini skirt black size xs
brand: j.o.a
model: women’s xs skirt
category: women
j.o.a. los angeles womens pleated a lined mini skirt black size xs"
15,5fa591a58c1f5a3e84f1cb90,"['bb6d69300cbf6de6816fblob', 'c2fe4a2ee2428bd57d30blob', '55666247061f29536ac1blob', 'c785f55705b6e2d5fd54blob', '654db9d2f7a554bb61c6blob', 'e5f6c5eaaa964131c2b4blob', '9c4d85c4a87d00c6db07blob', 'cc25861bd94bf0799916blob', None, None, None, None]","womencarmar  women black buckle, size 12 skirt. belt included, zipper and button 
brand: carmar 
model: black buckle, size 12 skirt. belt included, zipper and button
category: women
carmar  women black buckle, size 12 skirt. belt included, zipper and button "
16,5fa598c18c1f5a3e84f1cbac,"['cc21b99f025a4b708303blob', 'cbf8466ae2b530aec953blob', 'ffcf2ad3895688590e5cblob', '24d4a39aa35ea4d10c28blob', 'a33258954f1c3e0e7939blob', '8842574c31263f789884blob', '2e5f1d760bd5f5f02c27blob', '4c6ee262665b0d70c925blob', None, None, None, None]","womenlulu lemon women navy blue, silver glitter lining size 18 skirt 
brand: lulu lemon
model: navy blue, silver glitter lining size 18 skirt
category: women
lulu lemon women navy blue, silver glitter lining size 18 skirt "
17,5fa960decac2890608cfaf45,"['6be08ff260bd66617b23blob', '8f1040da2e2813a3e60fblob', '9ce9abd8fbe89bd45f50blob', '6cecd5cfeac90604c142blob', '9042bf667a110c6334eeblob', '2441117e14bab4c122f7blob', '229973d2e2988d152229blob', '571f848abbd062a73090blob', None, None, None, None]","womenbrand: j.crew
model: navy blue, zipper back, wool, #2 pencil skirt, size 8
category: women
"
18,5fa9945fcac2890608cfb003,"['aabe09678fc19034b6f6blob', 'd6860328561045f9ac38blob', '2ffd4cbed3027321934eblob', 'c44fc11796dce25120b0blob', 'efe17bb495a47180a607blob', 'b3ac9c2b9d702ca73e3ablob', '2016b6b74f4d3e685dfbblob', None, None, None, None, None]","womendkny womens wool blend button wrap style above knee mini skirt black size 6
brand: dkny
model: black wool, skirt size 6
category: women
dkny womens wool blend button wrap style above knee mini skirt black size 6"
19,5fa99580cac2890608cfb013,"['b1eec76fdf22530e68c1blob', '1805e15c349b6949f803blob', 'a82ae28b2a59bc83b5deblob', 'ebaae336660aeaa54cbdblob', 'd65c4f7eb5fe42bef542blob', '6831ac79bd0d7e77e0c3blob', '0961f3f7bb4383fd8aeeblob', 'fab9431f7bc1ce27e8c3blob', None, None, None, None]","womenann taylor womens front zipper long straight knitted back slit skirt blue size 0
brand: ann taylor
model: blue knit, slit skirt size 0
category: women
ann taylor womens front zipper long straight knitted back slit skirt blue size 0"
20,5fac3389764dee77c7d42cb2,"['174b933b570941642d92blob', '05ae3c27e83ecc12eaa1blob', 'f48ff9a91d5b9e413488blob', 'eee3d7f1faa29a655cbeblob', 'b6a12ffc270b3be6cf4ablob', 'e528198930b272528d6bblob', '0e7a92bd7343bfdc92acblob', '3796bee737109e75fc83blob', '3b3ef3ac12c1741945f4blob', None, None, None]","womenbrand: theory
model: black ruffle skirt size, 6
category: women
"
21,5fac5097764dee77c7d42d6e,"['ec1b9d799158d150af3cblob', 'c21f200b01ea6aca0f93blob', '7cd7e15d3bee436ef5feblob', '9e97a59dd07eb98362a9blob', 'a19ec98c206f88a55ba9blob', 'cf1654f8def6317b1cdbblob', 'd151649d03bdfc6ac6ccblob', '9f99efdd99ca1902fd49blob', '3c5ab6cc9862eecfd45bblob', '01089d93ab3f07e2be25blob', None, None]","womenurban outfitters womens floral tie elastic waist skirt multicolor size medium
brand: urban outfitters
model: multicolor tie around skirt size medium
category: women
urban outfitters womens floral tie elastic waist skirt multicolor size medium"
22,5fb0124b3fc6df179885efd8,"['f3b91ecde0c266892651blob', 'ebad68e043084ce5ef29blob', 'c8f943e8cea0afdc0ef7blob', '609ee0d23fc77a5dc145blob', '7778be57b9504fdb2404blob', 'c5050c907ea4d1f0967bblob', '3863b2ec7a4c13814fd5blob', 'de2369534b7eed40199ablob', '7a9ea056d75254d0f50fblob', None, None, None]","womenbrand: athleta
model: maybe blue tennis skirt size 15x10.5
category: women
"
23,5fb014c43fc6df179885efe0,"['f2d49c589125c26cc221blob', '7c0dd4a62edbe82ef627blob', '4a39e50cdcf0074065ccblob', 'bc9993a5a013ae32ba8bblob', '715eaac9ea025a1745cdblob', 'd291efd08cb80cf711c4blob', 'bb8d92fce85a4576d68eblob', '3e86bd2f4d2a214758d6blob', '7e9bd3dc19c32a90cb4ablob', None, None, None]","womenarmani collezioni womens half pencils for built in slip skirt black size 12
brand: armani collezioni
model: black half pencils for built-in slip size 12
category: women
armani collezioni womens half pencils for built in slip skirt black size 12"
24,5fb29a103fc6df179885f427,"['e41009e5d38977d0e17cblob', '6b867b23f150895d455ablob', 'e3f035b5da2df7ef4779blob', '22ef155f9f42236df006blob', '21d45e19eb69ccf049e2blob', '86cfb585c7b625d53c39blob', 'c39037a0456358e19461blob', 'cd3318ca4efa3902b7e5blob', None, None, None, None]","womenalo womens two slit elastic waist hem bodycon pencil skirt white size medium
brand: alō
model: white two slit elastic skirt size medium
category: women
alo womens two slit elastic waist hem bodycon pencil skirt white size medium"
25,5fb3dc233fc6df179885fc26,"['59408f0f925b360b3774blob', '355d47852a1adcf0b9e3blob', '499edf6b8c8054ea53fbblob', '3dbcda86e7c85347aa3bblob', 'a89d25146c0d8b07df37blob', 'cd387fa1ac27f3f25da8blob', 'd01c3f4b5cd8445a759cblob', '3fa22d5ae254522202afblob', None, None, None, None]","womenj.jill womens elastic waist plaid a line skirt multicolor size medium 
brand: j.jill
model: multi color plaid design skirt size medium 
category: women
j.jill womens elastic waist plaid a line skirt multicolor size medium "
26,5fb3e1ee3fc6df179885fc46,"['0fddc56c5c42092e98ffblob', '3afc30b302a6d8dc3d90blob', '2e7129e18937c0998a3eblob', '9ce654d58913811592c9blob', 'a1c787e04bc4e16a44c2blob', '45d2d1596152d56328b0blob', '4c41023d73761f3aadb2blob', 'd116bd1f3a5185fe45fbblob', '37a034abf683910e174bblob', 'b3e4809a50305d0beefablob', None, None]","womenj.crew womens universal standard striped slit pencil skirt black cream size xxs
brand: j.crew
model: black cream striped pencil skirt bottom slit universal standard size extra extra small
category: women
j.crew womens universal standard striped slit pencil skirt black cream size xxs"
27,5fb3e5b73fc6df179885fc4e,"['c9054650207fb3468839blob', '4c5db6a3a7fc50bc096dblob', 'f96df498b17d9bb91a8dblob', '66c10d1e08084cde9efcblob', '61f061bcbecd1b5175aeblob', '751c1b4eec4cbdc1a546blob', 'a65ff38ab0c13cf7fa1bblob', '1d9399a35cbc2c6cf639blob', 'd33fefe7a18995037a8fblob', '84eb480b120a2896e15cblob', None, None]","womenj crew womens universal standard striped slit pencil skirt black cream size xxs
brand: j.crew
model: black and cream striped pencil skirt bottom slit universal standard size extra extra small
category: women
j crew womens universal standard striped slit pencil skirt black cream size xxs"
28,5fb420a43fc6df179885fd10,"['2441440ada5c0d16728cblob', '18aca30f73b9885541ccblob', '7bc951e4d56df5a022f7blob', '1d95e599252a7c3f76adblob', '78baaa9a3f6d72138d8ablob', '7b146c4c8d658b06d8b8blob', 'bfea584e02ffa0adade8blob', '4f8f1be18879ac524b1fblob', 'cd717dff87406593eb52blob', None, None, None]","womenbrand: athleta
model: tan activewear skirt size 12
category: women
"
29,5fb53c083fc6df17988617b2,"['1559666a37d48945bc7bblob', '18ddfb0119c1c1d413bfblob', '697199ff96c409a9a764blob', '4655b3ff24ab11984babblob', 'faa23df0c446efba0032blob', 'dd5acd5a41e15b959cbfblob', '31970e4abd7e1c63cc6bblob', 'a5a89a41504fe24ed2d5blob', None, None, None, None]","womenmadewell womens skyline traditional print flared mini skirt blue white size 0
brand: madewell 
model: blue and white traditional print skirt size 0
category: women
madewell womens skyline traditional print flared mini skirt blue white size 0"
30,5fb330e03fc6df179885f690,"['0d71b78193ec4292f758blob', 'd1b7d9edeef9309eedceblob', '1f72e01d7984b89037f8blob', '789db9eb2ad73940206eblob', '7d51858a5e9c3f209e33blob', '6f7946e6cb59b58e1bd5blob', None, None, None, None, None, None]","womenjm collection womens black a line comfortable solid short skirt size xl
category: women
jm collection womens black a line comfortable solid short skirt size xl"
31,5fb497f33fc6df179885feb7,"['bc65f4ccf9acfa51f544blob', 'dbb46101af5f62f93796blob', 'e1cbea2a57fc9ec516fablob', '9af947ef36b013022b15blob', '0f064535758598a50677blob', '89c6fe08bd853d60b326blob', '025bf6949afb6015f3cablob', None, None, None, None, None]","womencharter club womens brown solid knee length skirt with pockets size 18
category: women
charter club womens brown solid knee length skirt with pockets size 18"
32,5fc6fa103e6fed6112f031bb,"['e8e2b917ce425184c336blob', 'a1da46c7b9df99824456blob', '653c60803cbd109d9328blob', 'a3e1e7e94f3d10578e95blob', '05b7d6b422665c237107blob', 'c673c6ed69f209831380blob', None, None, None, None, None, None]","womeninc international concepts womens silver pleated metallic shimmer skirt size pxl
category: women
inc international concepts womens silver pleated metallic shimmer skirt size pxl"
33,5feaa89e39a7bf6bd861926b,"['55edf5cd02636132b747blob', '13e969b112c5fa30da21blob', '07ca1e90cb0177e02e96blob', '529bdb8708ff2f67545cblob', '15402a9b92c460183a0bblob', '17c4a2371d65cfe1ab07blob', '7326c542364b0b3c4084blob', 'e4b11b7f47cdb965d640blob', 'f6077969b6113aefc8dablob', None, None, None]","womenfree people womens black dark night floral above the knee skirt medium
model: textile
category: women
color: gray
free people womens black dark night floral above the knee skirt medium"
34,5feaac1f39a7bf6bd8619292,"['3bf0577b46a06b272a76blob', 'a358d8f2c445a4bb745bblob', '17d32dd7e6a030e8e157blob', '8c7ab2d66c5726f20000blob', 'a28e024ac7a6b20b5aaeblob', '50eb11dd117ee2b8e7d4blob', '55a229064c1150866d8cblob', 'b7e6da641ed81d7c53fbblob', '83d732e62472e490fd95blob', None, None, None]","womenfree people womens rust red cambo coral floral midi ruffled skirt size 8
model: brown
category: women
color: white
free people womens rust red cambo coral floral midi ruffled skirt size 8"
35,5fed421539a7bf6bd861a36c,"['3ebd47f03142ed0a23f6blob', 'b86040dcf1b3048e08a0blob', '29b812fe1144af4cc84fblob', 'b0608bc9bbe3c07494adblob', '85802667462265f66b7cblob', '932717adc996fd79fe63blob', '179cbba6af148cf228bfblob', None, None, None, None, None]","womenjm collection womens black rivet waist studded rayon blend pencil skirt size xl
model: blue
category: women
color: black
jm collection womens black rivet waist studded rayon blend pencil skirt size xl"
36,5fed432839a7bf6bd861a378,"['28b6f1de4a8f03725ef8blob', 'c6001c5f00061e0dafb4blob', '40193239207cca9d4ef4blob', '957ceb71dac907bbbff4blob', '8e8a470e9a2d08c6adb0blob', 'f2248e30a759e2c36d6ablob', '777e3d8dae3d9137ec4fblob', 'd1ff2bcf170a01b6fcc8blob', None, None, None, None]","womenfree people womens gray embellished textured maxi peasant long skirt size 6
model: textile
category: women
color: gray
free people womens gray embellished textured maxi peasant long skirt size 6"
37,5ff529a839a7bf6bd861d1f2,"['7f5f4373ee6acc5de973blob', 'ab815d0b1529823b93c1blob', 'b3972d016fd6086d994fblob', 'b2a6bbde53d74f16ed0ablob', '427bad39c02948f3a2b0blob', 'b3ce63b1f77a046e7a99blob', '29984030553f05a704ceblob', None, None, None, None, None]","womenmaison jules womens blue polka dot elastic waist smocked mini tiered skirt small
model: blue
category: women
color: black
maison jules womens blue polka dot elastic waist smocked mini tiered skirt small"
38,5ff529ec39a7bf6bd861d1f5,"['d872af7dd95b1f06567bblob', 'd263336d0b09579290b1blob', '41e8223269a809e7a127blob', '210509949e130f0ff9ffblob', '95be0d93cd2f0a4dc8f8blob', 'df4327857a249417a493blob', '36553c7c27c140dd4a05blob', None, None, None, None, None]","maison jules womens blue merci wash solid button front denim mini skirt size 8
model: clothing
color: gray
maison jules womens blue merci wash solid button front denim mini skirt size 8"
39,600659a945c2ff4568f25560,"['b99e1a5d822aaf71fd28blob', 'bf65ff01ab626bb36aa0blob', 'bfbe04d204e3415b6622blob', 'cc41b9e41f195bc55c5fblob', '859513ab05ee0fea1028blob', 'd8cf77a4688b61433d9cblob', '57d00c016d4cd3495aa7blob', '01a100a366f31d6eee35blob', 'a5f2d1b412cda2b5648eblob', '0bf83702734c3e105062blob', 'dc8a72b791445b23ac57blob', '7dcae4f396fa3d56c5d3blob']","womenle suit womens olive green solid long sleeve 2 piece skirt suit set size 14w
model: clothing
category: women
color: gray
le suit womens olive green solid long sleeve 2 piece skirt suit set size 14w"
40,60502a87355f480019397145,"['bA2OGJxW1R2iTYE', '6QwhMDjgzWjQYo_', 'Ki1PXY52LnJuKU7', 'e6Ih47KYcd-ZZiA', 'luOcoDNAUHMskGo', 'QNQ5W-cnstoTt9Z', 'f1mVV1dU_-kV33D', None, None, None, None, None]",womenkasper womens yellow black houndstooth knee length casual pencil skirt size 8  category  women kasper womens yellow black houndstooth knee length casual pencil skirt size 8
41,605ac44aa5867f00198f44e4,"['tONlK0zolTlKEP_', 'Cim7wSsMAdZUEb_', 'eXVdzQYZU5CB5Qe', 'br1W898NlE7hUwp', 'LhNkhjbYzV6enIh', '6MK-uUqzKEXtQvH', 'DcAoDFndHVSySq2', 'xrw5uW-i01VB8-k', '0XGTR3EJ3PsUNZf', None, None, None]",womeninc womens silver animal print embossed foil faux suede belted mini skirt size 4  category  women inc womens silver animal print embossed foil faux suede belted mini skirt size 4
42,5f9c3425e1ac23428cb7d242,"['be9b0148c2abb5563bbcblob', '25876dd833cd3ec4f129blob', 'e1fb1c1e87d7208059b0blob', '8e3d5b8f2de4527b983fblob', 'd5f4e1b635f7d9060d3fblob', 'be86d6e8ec21725297f8blob', None, None, None, None, None, None]","womennike womens dri fit court tennis skirt skort purple 939320 508 size large
category: women
nike womens dri fit court tennis skirt skort purple 939320 508 size large"
43,5fc990978b6e7e34dd0a920f,"['bb14ac1ab5899e69b9d2blob', '15ba57296f78ee2382adblob', '605e0f1d77080cb25cf4blob', '5d12088e35d435493ee6blob', None, None, None, None, None, None, None, None]","womennike womens tennis court dri fit skirt skort 939320 532 purple size medium
category: women
nike womens tennis court dri fit skirt skort 939320 532 purple size medium"
44,5f85e4b1fc80aa7a36f895d1,"['9c4b43653075308cd048blob', 'daba3047acbb98a75279blob', '07d52b6331f366b6604bblob', '0b978bfb1acfaea40748blob', '9038fd0b3593618e3713blob', '1db414f01512fc60c4ffblob', None, None, None, None, None, None]","womennike tech mini pencil skirt womens sportswear fleece black bv3390-010 sz s small
brand: nike
model: bv3390-010
category: women
nike tech mini pencil skirt womens sportswear fleece black bv3390-010 sz s small"
45,5fa0b40884ab771cd03d1c59,"['a114faafc6ca3c75e3f8blob', 'ca43704c6d1fccef2236blob', '35d5b1f77bdb62241626blob', '382e28d96351809d5b2ablob', 'a884a0a52fbdbdcd6219blob', 'edb6856f36c4131916abblob', None, None, None, None, None, None]","womennike tennis court victory skirt women at5724-629 pink small size s tall
brand: nike
model: at5724-629
category: women
nike tennis court victory skirt women at5724-629 pink small size s tall"
46,600dae9f45c2ff4568f2943f,"['1c29c6782f0d062d32c1blob', '6731b95f80864f8c246cblob', 'a791679c8fd107cf8bb2blob', '6859348f29d7c75465f4blob', '197f8f6ca969976b1165blob', None, None, None, None, None, None, None]","old navy womens brown elastic waist comfort midi a line skirts size 1
model: shorts
color: white
old navy womens brown elastic waist comfort midi a line skirts size 1"
47,600daf4b45c2ff4568f29441,"['fe5e1d4eb09c88228a84blob', '2afa4725128b2b8402e8blob', 'a340a4c3965a8c7949c1blob', 'fa2986d5b15420bb09cablob', None, None, None, None, None, None, None, None]","adrian jordan womens purple elastic waist knee length a line skirt size 20
model: sleeve
color: gray
adrian jordan womens purple elastic waist knee length a line skirt size 20"
48,5f94e5fca6d55065aba3011c,"['34de4f6fbd025afd9829blob', '56d9641384554408e810blob', '7f0a229f846e25401303blob', '66ace1c547f51168f225blob', 'b87e445ef9d3d00fc326blob', '955b3277749b0699fc71blob', 'aa7e68dd0d1ac347afb6blob', '04d977ecde5e50847bc3blob', None, None, None, None]","womenbit and bridle womens blue denim jeans pencil skirt size 12
brand: bit & bridle
model: denim skirt
category: women
bit and bridle womens blue denim jeans pencil skirt size 12"
49,5fb8b25e97546371c0ece712,"['0ba07372c51b6ba81bb4blob', 'ac983bf0a1079aa61e3dblob', '7cc318477ee9799b0a0eblob', 'f8c47f90708f8c16c450blob', '6efd42645fb8781b5497blob', '5fe76135513a790c2d9ablob', '797cb4f77cf8f20d0b6dblob', '881654c3299cb2acb994blob', None, None, None, None]","womenwoolrich womens black penns wood button front corduroy pencil skirt size 8
brand: woolrich
model: corduroy skirt
category: women
woolrich womens black penns wood button front corduroy pencil skirt size 8"
50,60051a91b6795c07b1b70608,"['5299a072f2ecb3a8dd39blob', '58754e11d97700e4af9dblob', '238e2d4e8560e9360a66blob', '78ed4033a1e68fac973dblob', '93786579142be636560dblob', '5e0516562aebed3cfaceblob', '74e8f7d551985fe1d95eblob', '4e0df7898e92d31b1392blob', 'cebf500e2088da8d1cfeblob', '649d390bde9dce0bff21blob', 'd3e938b02bae84f15059blob', 'ddf8b1d4d5b334c1cee4blob']","womenthirty one womens multicolor floral classic base and skirt purse shoulder bag
brand: thirty-one
model: bag
category: women
color: brown
thirty one womens multicolor floral classic base and skirt purse shoulder bag"
51,5fbd714597546371c0ecfda7,"['40fd1199d0028e4d15bablob', 'c38c6072f8996c2974e9blob', '92cf804b2bc9b891b0d2blob', '50bb689908a36ca4be86blob', 'fc2cf2ec4b4a7c26457fblob', 'd5bf4b991b423b791a0fblob', '01178640e3f1dd97c39eblob', '257183fbe9c7188d28f1blob', '54fd79618cb7139b09b8blob', None, None, None]","womenralph lauren polo jeans company womens blue jeans skirt with front slit size 31
category: women
ralph lauren polo jeans company womens blue jeans skirt with front slit size 31"
52,5f9316e1a6d55065aba30052,"['640a4ad5d78a2629556cblob', 'c0aed5929d4ed75b222ablob', '94811d1d073e0441c3c6blob', '621c0c6a5b516c384a38blob', '3ba5998637f29d23816ablob', '947712995f2349dc7127blob', None, None, None, None, None, None]","womenvintage sears womens multi maxi skirt mexican serape aztec print junior 11
brand: sears 
category: women
color: multi
style: maxi skirt
pattern: mexican serape aztec print
size: vintage junior 11 
season/weather: fall winter spring
care: dry clean
bottom description: vintage serape print maxi skirt.  size 11.  excellent vintage condition.  gently worn.  hips 38"".  unlined.  bag zip closure. 
 missing fiber content tag.  most likely cotton/wool blend.
bin#a850x
vintage sears womens multi maxi skirt mexican serape aztec print junior 11serape, maxi skirt, serape skirt, mexican blanket"
53,5f973601a6d55065aba30358,"['dc69f853acb47d1374eablob', 'c22f698df3772308a1dbblob', 'bae98bf30d0d55142e9dblob', '0b7dbdb3df8402fe907eblob', 'fbc9a6aae58ce347718fblob', '08cd784502d0f4efd892blob', None, None, None, None, None, None]","womenbegedor italia womens golden metallic leather pencil skirt size 14
brand: begedor italia
model: skirt
category: women
color: gold metallic
style: leather pencil skirt
pattern: solid
size: 14
season/weather: fall winter spring
made in: italy 
bottom description: great pre-owned condition.  very soft light weight  leather.  fully lined, zip & snap closure.  minor hanger marks on the waist band as shown in the photo.
begedor italia womens golden metallic leather pencil skirt size 14"
54,5f9ec8f6e1ac23428cb7d68b,"['79a7a2a71b7d4c772576blob', 'd2357edbc72569098fa7blob', '6502dcbd4b46e5930eddblob', '3bc0cd2a97274fb1f164blob', '598ecf14251a09f691c7blob', '19a361163c7cf39a6ba8blob', '86770def7401ecebecfcblob', None, None, None, None, None]",womenann taylor loft womens back zip casual a line mini black skirt size xs
55,5fa418c7e073e32f0eb340b6,"['53c920e9f7bee1bcf9b4blob', 'f9668086e41047c68e75blob', '1287e5c7bbd60402f984blob', 'd419de21923cee04500fblob', '0e4fa4dff4b65e582ee7blob', None, None, None, None, None, None, None]",womenboden womens dark wash regular denim a line mini skirt blue size 4
56,5fa5558ae073e32f0eb345bf,"['ee5e36d254a1a51200d2blob', 'd767d3a33dc6f7825677blob', '3e81ab6ece5ae84113fbblob', '25ac20cd79c1791749f4blob', None, None, None, None, None, None, None, None]",womennike dri fit women court athletictennis golf skirt skort black blue size medium
